age,balance,education,job,marital,month,previous,y
44,792,tertiary,management,married,aug,0,yes
41,1064,tertiary,management,divorced,aug,0,no
36,1841,tertiary,management,single,aug,0,no
40,24450,tertiary,management,married,aug,0,no
40,103,secondary,technician,single,aug,0,no
45,1335,secondary,blue-collar,married,aug,0,no
31,29230,tertiary,management,married,aug,0,no
48,337,primary,services,married,aug,0,no
33,79,secondary,technician,single,aug,0,no
39,355,tertiary,management,divorced,aug,0,no
55,61,secondary,technician,divorced,aug,0,no
31,518,secondary,technician,married,aug,0,no
30,4213,tertiary,management,single,aug,0,no
31,1051,tertiary,technician,single,aug,0,no
32,230,secondary,technician,single,aug,0,no
54,3777,tertiary,management,divorced,aug,0,no
45,179,primary,blue-collar,married,aug,0,no
56,17,secondary,services,married,aug,0,no
30,276,secondary,technician,single,aug,0,no
57,109,secondary,technician,married,aug,0,no
58,657,tertiary,management,married,aug,0,no
55,2275,primary,blue-collar,married,aug,0,no
31,244,tertiary,technician,single,aug,0,no
47,259,primary,blue-collar,married,aug,0,no
31,95,tertiary,entrepreneur,single,aug,0,no
59,6144,tertiary,management,divorced,aug,0,no
40,34,primary,housemaid,married,aug,0,no
52,981,secondary,technician,married,aug,0,no
47,799,primary,blue-collar,married,aug,0,no
47,162,unknown,blue-collar,married,aug,0,yes
41,63,tertiary,technician,married,aug,0,no
45,222,secondary,services,married,aug,0,no
32,1900,tertiary,management,married,aug,0,no
32,3367,tertiary,management,single,aug,0,no
38,0,secondary,technician,married,aug,0,no
32,255,secondary,technician,married,aug,0,no
30,420,tertiary,management,single,aug,0,no
45,285,tertiary,technician,married,aug,0,no
46,185,primary,blue-collar,married,aug,0,no
31,166,tertiary,management,married,aug,0,no
30,0,tertiary,management,single,aug,0,no
52,3163,tertiary,management,married,aug,0,no
31,23,tertiary,technician,single,aug,0,no
35,31,secondary,technician,married,aug,0,no
49,5244,secondary,technician,married,aug,0,no
51,1242,primary,self-employed,married,aug,0,no
48,4300,secondary,services,married,aug,0,no
34,224,tertiary,management,married,aug,0,no
49,272,secondary,admin.,married,aug,0,no
34,354,secondary,technician,married,aug,0,no
54,1451,tertiary,management,married,aug,0,no
54,1331,tertiary,management,married,aug,0,no
34,94,tertiary,management,single,aug,0,no
43,778,tertiary,management,single,aug,0,no
48,44,secondary,admin.,married,aug,0,no
38,46,secondary,technician,single,aug,0,no
57,1303,primary,housemaid,married,aug,0,no
59,0,primary,blue-collar,married,aug,0,no
39,0,secondary,technician,single,aug,0,no
49,338,secondary,management,married,aug,0,no
51,917,secondary,services,married,aug,0,no
34,1035,secondary,technician,married,aug,0,yes
31,0,secondary,technician,married,aug,0,no
51,746,tertiary,retired,married,aug,0,yes
34,333,secondary,management,married,aug,0,no
50,161,tertiary,management,married,aug,0,no
38,93,tertiary,management,married,aug,0,no
44,268,secondary,blue-collar,married,aug,0,no
40,50,secondary,entrepreneur,married,aug,0,no
44,3674,tertiary,management,married,aug,0,no
42,0,tertiary,management,married,aug,0,no
30,1499,secondary,technician,single,aug,0,no
41,771,tertiary,management,married,aug,0,no
51,9864,tertiary,management,married,aug,0,no
42,295,tertiary,management,married,aug,0,no
57,437,tertiary,technician,divorced,aug,0,no
39,807,secondary,technician,divorced,aug,0,no
32,2536,tertiary,management,single,aug,0,yes
34,1322,tertiary,student,single,aug,0,no
53,392,secondary,blue-collar,married,aug,0,no
60,17297,unknown,unknown,married,aug,0,yes
54,7073,primary,blue-collar,married,aug,0,no
61,7935,tertiary,management,married,aug,0,no
52,1401,primary,blue-collar,married,aug,0,no
52,526,secondary,technician,married,aug,0,no
37,675,tertiary,management,married,aug,0,no
47,175,secondary,admin.,married,aug,0,no
33,0,secondary,technician,single,aug,0,no
35,973,tertiary,technician,single,aug,0,no
37,111,secondary,self-employed,married,aug,0,no
32,39,secondary,technician,single,aug,0,no
35,5535,secondary,technician,married,aug,0,no
46,22,secondary,admin.,married,aug,0,yes
41,2251,tertiary,management,married,aug,0,no
37,1578,secondary,technician,married,aug,0,no
51,87,tertiary,technician,married,aug,0,no
51,292,secondary,management,divorced,aug,0,no
45,2,secondary,blue-collar,married,aug,0,no
35,1285,tertiary,management,married,aug,0,no
58,1,primary,retired,married,aug,0,no
53,18,primary,blue-collar,married,aug,0,no
54,2625,tertiary,management,divorced,aug,0,no
39,309,tertiary,management,married,aug,0,no
32,409,secondary,technician,divorced,aug,0,no
35,714,tertiary,management,single,aug,0,no
48,0,tertiary,management,married,aug,0,no
30,10,tertiary,technician,single,aug,0,no
49,0,secondary,admin.,married,aug,0,no
31,7005,tertiary,technician,single,aug,0,no
51,19,primary,blue-collar,married,aug,0,no
43,1326,secondary,technician,divorced,aug,0,no
47,32,secondary,technician,divorced,aug,0,no
34,250,tertiary,management,single,aug,0,no
56,0,primary,housemaid,married,aug,0,no
53,206,secondary,technician,married,aug,0,no
46,1596,secondary,technician,married,aug,0,no
33,-370,tertiary,technician,married,aug,0,no
33,0,tertiary,management,single,aug,0,no
34,436,tertiary,management,single,aug,0,no
39,0,unknown,housemaid,married,aug,0,no
33,659,secondary,technician,single,aug,0,no
51,50,secondary,admin.,married,aug,0,no
51,176,primary,blue-collar,married,aug,0,no
49,50,primary,unemployed,married,aug,0,no
41,1413,tertiary,technician,single,aug,0,no
57,31,tertiary,technician,married,aug,0,no
44,-11,tertiary,management,married,aug,0,no
51,276,secondary,services,married,aug,0,no
52,60,secondary,blue-collar,married,aug,0,no
31,-231,tertiary,entrepreneur,married,aug,0,no
38,21,primary,housemaid,married,aug,0,no
38,-6,secondary,technician,married,aug,0,no
54,446,tertiary,technician,married,aug,0,no
42,222,unknown,unknown,married,aug,0,no
47,0,primary,blue-collar,married,aug,0,no
35,7838,tertiary,technician,single,aug,0,no
49,3478,primary,blue-collar,married,aug,0,no
33,121,secondary,technician,single,aug,0,no
31,0,tertiary,management,married,aug,0,no
45,0,secondary,technician,divorced,aug,0,no
55,-612,tertiary,management,divorced,aug,0,no
30,15,tertiary,management,single,aug,0,no
43,17555,secondary,management,married,aug,0,no
45,-190,tertiary,management,married,aug,0,no
54,0,tertiary,management,married,aug,0,no
31,218,secondary,technician,single,aug,0,no
48,0,tertiary,technician,married,aug,0,no
60,1396,unknown,retired,married,aug,0,no
38,0,secondary,technician,married,aug,0,no
32,0,secondary,technician,single,aug,0,no
36,4644,tertiary,technician,single,aug,0,no
43,-166,tertiary,management,divorced,aug,0,no
51,6343,primary,blue-collar,married,aug,0,no
48,2688,secondary,technician,married,aug,0,no
54,965,secondary,technician,married,aug,0,no
30,19,secondary,management,single,aug,0,no
59,3096,tertiary,management,divorced,aug,0,no
34,94,secondary,technician,single,aug,0,no
40,0,secondary,technician,divorced,aug,0,no
32,316,secondary,technician,single,aug,0,no
59,0,tertiary,retired,married,aug,0,no
35,0,secondary,technician,single,aug,0,no
55,630,secondary,blue-collar,married,aug,0,no
47,0,primary,blue-collar,married,aug,0,no
46,3,secondary,blue-collar,married,aug,0,no
56,272,tertiary,technician,married,aug,0,no
47,414,secondary,management,married,aug,0,no
45,0,tertiary,management,divorced,aug,0,no
31,29,tertiary,management,single,aug,0,no
45,512,primary,blue-collar,married,aug,0,no
31,17,tertiary,technician,single,aug,0,no
35,188,tertiary,technician,married,aug,0,no
44,813,secondary,management,single,aug,0,no
44,1752,tertiary,management,married,aug,0,no
33,0,tertiary,management,married,aug,0,no
55,273,secondary,retired,married,aug,0,no
54,19,tertiary,admin.,married,aug,0,no
53,0,secondary,technician,married,aug,0,no
37,827,secondary,technician,married,aug,0,no
40,0,tertiary,management,single,aug,0,no
36,1313,tertiary,management,married,aug,0,no
47,1764,secondary,services,married,aug,0,no
49,1219,secondary,blue-collar,married,aug,0,no
31,798,secondary,technician,single,aug,0,no
41,725,tertiary,management,married,aug,0,no
42,154,tertiary,management,married,aug,0,no
49,0,secondary,services,married,aug,0,no
52,431,secondary,services,married,aug,0,no
30,9645,secondary,technician,single,aug,0,no
32,5167,tertiary,management,single,aug,0,no
47,612,secondary,services,married,aug,0,no
58,0,primary,blue-collar,married,aug,0,no
33,0,secondary,management,single,aug,0,no
36,0,tertiary,management,married,aug,0,no
30,73,secondary,technician,single,aug,0,no
60,11,primary,blue-collar,married,aug,0,no
48,0,tertiary,management,married,aug,0,no
31,-51,secondary,admin.,married,aug,0,no
46,588,primary,blue-collar,married,aug,0,no
51,-471,secondary,technician,divorced,aug,0,no
50,579,secondary,blue-collar,married,aug,0,no
41,231,tertiary,technician,married,aug,0,yes
59,2,secondary,technician,divorced,aug,0,no
33,3773,tertiary,technician,single,aug,0,no
32,-55,tertiary,management,married,aug,0,no
35,6,tertiary,admin.,married,aug,0,no
44,608,secondary,technician,married,aug,0,no
37,9,tertiary,management,single,aug,0,no
60,5,primary,retired,married,aug,0,no
42,145,tertiary,management,single,aug,0,no
53,0,tertiary,management,married,aug,0,no
47,0,primary,blue-collar,married,aug,0,no
49,108,tertiary,management,married,aug,0,no
33,544,tertiary,management,married,aug,0,no
35,0,tertiary,management,married,aug,0,no
47,581,secondary,blue-collar,married,aug,0,no
38,0,tertiary,management,married,aug,0,no
38,0,tertiary,management,married,aug,0,no
35,38,tertiary,management,married,aug,0,no
48,4852,tertiary,management,married,aug,0,no
42,275,secondary,technician,single,aug,0,no
47,1245,tertiary,self-employed,married,aug,0,no
35,841,tertiary,management,married,aug,0,no
52,83,tertiary,management,single,aug,0,yes
30,471,secondary,management,married,aug,0,no
35,79,secondary,technician,single,aug,0,no
42,1243,tertiary,management,divorced,aug,0,yes
45,34,secondary,technician,married,aug,0,no
48,2537,primary,management,married,aug,0,no
47,284,secondary,services,married,aug,0,no
60,0,tertiary,management,married,aug,0,no
44,254,tertiary,management,married,aug,0,no
46,301,secondary,services,married,aug,0,no
56,0,secondary,technician,divorced,aug,0,no
50,1617,primary,blue-collar,married,aug,0,no
31,3220,tertiary,self-employed,married,aug,0,no
32,-5,secondary,technician,single,aug,0,no
35,231,tertiary,management,married,aug,0,no
32,5,tertiary,management,single,aug,0,no
41,236,tertiary,management,single,aug,0,no
52,385,secondary,self-employed,divorced,aug,0,no
48,505,tertiary,management,single,aug,0,no
43,10,secondary,technician,married,aug,0,no
37,-533,tertiary,management,single,aug,0,no
30,7,secondary,technician,single,aug,0,no
35,71,tertiary,management,married,aug,0,no
37,725,tertiary,management,married,aug,0,no
33,2362,secondary,technician,married,aug,0,no
45,434,secondary,admin.,married,aug,0,no
34,4687,tertiary,management,single,aug,0,no
50,370,primary,blue-collar,married,aug,0,no
35,0,tertiary,management,single,aug,0,no
39,3867,secondary,technician,single,aug,0,no
33,362,secondary,technician,married,aug,0,no
60,41,primary,admin.,married,aug,0,no
34,297,tertiary,management,married,aug,0,no
36,219,tertiary,entrepreneur,divorced,aug,0,no
31,0,tertiary,management,single,aug,0,no
33,487,secondary,technician,single,aug,0,no
49,0,secondary,self-employed,married,aug,0,no
42,0,tertiary,housemaid,married,aug,0,no
51,10150,primary,services,married,aug,0,no
57,1113,secondary,services,married,aug,0,no
31,392,tertiary,management,married,aug,0,no
55,0,secondary,self-employed,married,aug,0,no
33,469,tertiary,technician,single,aug,0,no
45,22815,tertiary,management,married,aug,0,no
39,1092,tertiary,management,single,aug,0,no
36,23,tertiary,management,married,aug,0,no
32,0,secondary,management,married,aug,0,no
34,1974,secondary,technician,single,aug,0,no
30,1271,tertiary,technician,single,aug,0,no
31,25,tertiary,technician,single,aug,0,no
31,734,secondary,admin.,married,aug,0,no
52,517,secondary,self-employed,married,aug,0,no
44,0,tertiary,management,married,aug,0,no
31,7744,tertiary,unemployed,married,aug,0,no
45,0,primary,blue-collar,married,aug,0,no
30,21,tertiary,management,single,aug,0,no
39,69,secondary,technician,single,aug,0,no
37,-274,secondary,technician,single,aug,0,no
46,326,tertiary,management,married,aug,0,no
58,382,secondary,services,married,aug,0,no
31,1,tertiary,management,single,aug,0,no
38,257,secondary,technician,married,aug,0,no
32,631,tertiary,management,single,aug,0,no
30,893,secondary,technician,single,aug,0,no
34,1005,secondary,technician,married,aug,0,no
35,915,secondary,technician,single,aug,0,no
46,12,secondary,services,married,aug,0,no
56,370,secondary,admin.,married,aug,0,no
59,745,primary,self-employed,married,aug,0,no
52,382,primary,blue-collar,married,aug,0,no
34,479,secondary,technician,married,aug,0,no
52,0,unknown,admin.,divorced,aug,0,no
54,1111,primary,blue-collar,married,aug,0,no
30,796,tertiary,management,single,aug,0,no
48,957,secondary,technician,single,aug,0,no
32,5910,tertiary,management,married,aug,0,no
32,0,tertiary,management,married,aug,0,no
36,608,tertiary,management,divorced,aug,0,no
36,0,secondary,technician,single,aug,0,no
40,0,tertiary,management,single,aug,0,no
36,154,tertiary,unemployed,married,aug,0,yes
40,3160,tertiary,management,married,aug,0,no
36,699,secondary,management,married,aug,0,no
45,10,tertiary,management,married,aug,0,no
38,-363,tertiary,technician,married,aug,0,no
50,0,secondary,blue-collar,married,aug,0,no
32,387,tertiary,management,divorced,aug,0,no
44,7863,secondary,technician,married,aug,0,no
41,1757,tertiary,management,divorced,aug,0,no
31,526,tertiary,unknown,married,aug,0,no
52,359,primary,blue-collar,married,aug,0,no
37,0,tertiary,management,single,aug,0,no
30,20,tertiary,management,married,aug,0,no
39,46,secondary,management,married,aug,0,no
39,373,tertiary,management,divorced,aug,0,no
50,3558,secondary,blue-collar,married,aug,0,no
32,485,secondary,technician,married,aug,0,no
32,127,tertiary,technician,single,aug,0,no
40,6,secondary,technician,divorced,aug,0,no
45,0,tertiary,technician,divorced,aug,0,no
34,1612,tertiary,management,single,aug,0,no
38,1272,tertiary,management,single,aug,0,no
50,0,primary,housemaid,married,aug,0,no
39,462,secondary,technician,married,aug,0,no
34,296,secondary,self-employed,single,aug,0,yes
33,151,secondary,technician,single,aug,0,no
55,56,tertiary,technician,divorced,aug,0,no
31,730,tertiary,management,single,aug,0,no
45,3460,secondary,technician,married,aug,0,no
38,187,tertiary,technician,single,aug,0,no
50,1503,tertiary,self-employed,married,aug,0,no
51,285,secondary,blue-collar,married,aug,0,no
31,0,tertiary,technician,divorced,aug,0,yes
48,567,tertiary,management,married,aug,0,no
33,0,tertiary,management,married,aug,0,no
35,0,secondary,technician,married,aug,0,no
34,1632,secondary,services,married,aug,0,no
45,917,tertiary,technician,divorced,aug,0,no
35,0,secondary,technician,married,aug,0,no
51,3413,unknown,services,married,aug,0,no
49,0,tertiary,management,married,aug,0,no
48,386,primary,entrepreneur,married,aug,0,no
37,40,tertiary,management,married,aug,0,yes
58,0,secondary,admin.,married,aug,0,no
53,2094,tertiary,management,married,aug,0,no
54,656,tertiary,management,married,aug,0,no
30,60,tertiary,management,single,aug,0,no
52,1158,tertiary,management,married,aug,0,no
49,2673,secondary,blue-collar,married,aug,0,no
55,39,secondary,retired,married,aug,0,no
37,143,tertiary,technician,married,aug,0,no
37,487,secondary,self-employed,married,aug,0,no
59,-47,primary,retired,married,aug,0,no
32,1836,tertiary,management,single,aug,0,no
49,-417,secondary,blue-collar,married,aug,0,no
59,2396,secondary,retired,married,aug,0,yes
35,1085,secondary,technician,divorced,aug,0,no
41,6563,tertiary,management,married,aug,0,no
38,51,tertiary,technician,married,aug,0,no
51,1121,tertiary,technician,married,aug,0,no
52,0,tertiary,management,divorced,aug,0,no
55,2944,unknown,services,married,aug,0,yes
40,336,secondary,technician,married,aug,0,no
46,836,secondary,blue-collar,married,aug,0,no
38,3724,tertiary,management,married,aug,0,no
40,105,tertiary,management,married,aug,0,no
38,258,secondary,technician,married,aug,0,no
47,1647,secondary,admin.,married,aug,0,no
31,917,tertiary,management,married,aug,0,no
39,0,tertiary,technician,single,aug,0,no
59,0,primary,housemaid,married,aug,0,no
44,-84,tertiary,management,married,aug,0,no
35,344,secondary,technician,single,aug,0,yes
42,1,tertiary,management,single,aug,0,no
42,324,secondary,technician,divorced,aug,0,no
58,2076,tertiary,management,married,aug,0,no
33,0,tertiary,management,single,aug,0,no
31,36,secondary,management,single,aug,0,no
48,98,secondary,technician,married,aug,0,no
59,0,tertiary,management,married,aug,0,no
31,313,tertiary,technician,married,aug,0,no
35,25,tertiary,technician,married,aug,0,no
33,7084,tertiary,management,single,aug,0,yes
48,6748,tertiary,management,married,aug,0,no
56,719,tertiary,self-employed,married,aug,0,no
41,24,tertiary,management,married,aug,0,no
36,30,secondary,technician,married,aug,0,no
48,35,secondary,admin.,married,aug,0,no
44,6485,tertiary,admin.,married,aug,0,no
38,3228,tertiary,management,married,aug,0,no
44,639,tertiary,management,single,aug,0,no
31,46,secondary,technician,single,aug,0,no
42,765,tertiary,technician,divorced,aug,0,no
35,362,tertiary,management,single,aug,0,no
36,0,tertiary,management,single,aug,0,no
43,46,tertiary,management,married,aug,0,no
31,24,secondary,technician,divorced,aug,0,no
36,25,secondary,technician,married,aug,0,no
32,2204,tertiary,management,married,aug,0,no
53,49,primary,unemployed,married,aug,0,no
58,-102,primary,retired,married,aug,0,no
32,1107,secondary,technician,single,aug,0,no
41,128,secondary,technician,married,aug,0,no
59,699,primary,blue-collar,married,aug,0,no
32,0,tertiary,management,single,aug,0,no
57,63,secondary,retired,married,aug,0,no
32,0,tertiary,management,married,aug,0,no
46,0,tertiary,management,married,aug,0,no
51,16,secondary,blue-collar,married,aug,0,no
31,11,tertiary,technician,married,aug,0,no
30,0,secondary,technician,single,aug,0,no
56,297,secondary,blue-collar,married,aug,0,no
31,-175,secondary,technician,divorced,aug,0,no
33,1020,tertiary,technician,married,aug,0,no
46,0,secondary,management,divorced,aug,0,yes
48,2328,tertiary,technician,divorced,aug,0,no
30,569,tertiary,technician,married,aug,0,yes
47,6,primary,services,married,aug,0,no
52,1697,secondary,technician,married,aug,0,no
33,-173,secondary,technician,single,aug,0,no
34,127,tertiary,management,single,aug,0,no
51,3726,primary,blue-collar,married,aug,0,no
40,324,primary,entrepreneur,married,aug,0,no
38,-453,secondary,technician,divorced,aug,0,no
56,605,secondary,blue-collar,married,aug,0,no
31,522,secondary,technician,married,aug,0,no
34,-552,tertiary,technician,single,aug,0,no
43,0,tertiary,housemaid,married,aug,0,no
43,-414,secondary,technician,divorced,aug,0,no
57,104,secondary,technician,married,aug,0,no
39,1041,tertiary,management,married,aug,0,no
45,692,primary,blue-collar,married,aug,0,no
60,91,tertiary,technician,married,aug,0,no
46,312,unknown,technician,married,aug,0,no
46,236,secondary,services,married,aug,0,no
35,-1459,secondary,technician,married,aug,0,no
42,314,secondary,technician,married,aug,0,no
50,157,primary,blue-collar,married,aug,0,no
55,1232,secondary,admin.,married,aug,0,no
55,570,secondary,technician,married,aug,0,no
33,385,secondary,unemployed,divorced,aug,0,no
54,946,primary,blue-collar,married,aug,0,no
31,607,tertiary,management,married,aug,0,no
41,875,secondary,admin.,married,aug,0,no
55,328,secondary,blue-collar,married,aug,0,no
46,0,secondary,management,married,aug,0,no
52,470,secondary,technician,married,aug,0,no
34,-2,tertiary,management,single,aug,0,no
56,-1,primary,retired,married,aug,0,no
44,-34,secondary,technician,single,aug,0,no
46,979,secondary,admin.,married,aug,0,no
39,81,tertiary,management,divorced,aug,0,no
49,2809,tertiary,management,married,aug,0,no
36,0,tertiary,management,married,aug,0,yes
40,269,tertiary,management,single,aug,0,no
34,1057,secondary,technician,married,aug,0,no
60,0,primary,services,married,aug,0,no
45,34,secondary,technician,married,aug,0,no
38,134,secondary,student,married,aug,0,no
38,526,tertiary,self-employed,married,aug,0,no
32,356,secondary,self-employed,single,aug,0,no
32,157,tertiary,admin.,married,aug,0,no
43,-705,secondary,technician,married,aug,0,no
36,96,secondary,self-employed,married,aug,0,no
58,413,secondary,retired,married,aug,0,no
31,1788,tertiary,self-employed,single,aug,0,no
58,911,unknown,retired,married,aug,0,no
42,9324,secondary,technician,married,aug,0,no
35,198,secondary,technician,married,aug,0,no
30,2,tertiary,management,single,aug,0,no
36,0,tertiary,management,married,aug,0,no
42,105,secondary,self-employed,married,aug,0,no
59,330,secondary,technician,divorced,aug,0,no
30,194,secondary,technician,single,aug,0,no
33,48,tertiary,technician,married,aug,0,no
47,209,primary,blue-collar,married,aug,0,no
38,194,tertiary,management,single,aug,0,no
51,-17,primary,blue-collar,married,aug,0,no
31,183,secondary,blue-collar,single,aug,0,no
46,49,primary,self-employed,married,aug,0,no
37,39,tertiary,technician,divorced,aug,0,no
34,391,secondary,technician,single,aug,0,no
44,1138,tertiary,management,married,aug,0,yes
53,837,tertiary,self-employed,married,aug,0,no
30,890,tertiary,management,single,aug,0,no
59,213,primary,retired,married,aug,0,no
49,24,secondary,blue-collar,married,aug,0,no
48,164,secondary,technician,married,aug,0,no
47,598,secondary,technician,divorced,aug,0,no
44,2541,secondary,housemaid,married,aug,0,no
34,255,tertiary,management,married,aug,0,no
34,0,tertiary,management,divorced,aug,0,no
41,417,secondary,technician,married,aug,0,no
49,410,secondary,technician,married,aug,0,no
37,309,primary,housemaid,married,aug,0,no
32,4393,tertiary,management,divorced,aug,0,no
51,7,secondary,services,married,aug,0,no
41,852,tertiary,management,married,aug,0,no
55,120,secondary,retired,married,aug,0,no
32,1868,tertiary,technician,married,aug,0,no
42,2517,tertiary,technician,divorced,aug,0,no
32,1165,secondary,technician,single,aug,0,no
48,2321,primary,blue-collar,married,aug,0,no
58,0,tertiary,self-employed,married,aug,0,no
31,382,tertiary,management,married,aug,0,no
39,816,tertiary,management,single,aug,0,no
42,6383,tertiary,self-employed,married,aug,0,no
36,54,secondary,technician,divorced,aug,0,yes
44,682,secondary,technician,married,aug,0,no
58,1905,secondary,services,married,aug,0,no
51,260,secondary,housemaid,married,aug,0,no
30,168,tertiary,management,single,aug,0,no
31,4979,tertiary,technician,single,aug,0,no
56,83,secondary,services,married,aug,0,no
31,347,tertiary,management,single,aug,0,no
32,616,secondary,technician,married,aug,0,no
57,1859,secondary,blue-collar,married,aug,0,no
48,2460,tertiary,management,married,aug,0,no
32,5118,secondary,technician,single,aug,0,no
33,1374,tertiary,management,single,aug,0,no
54,2437,tertiary,management,married,aug,0,no
50,334,primary,blue-collar,married,aug,0,no
30,-218,tertiary,management,single,aug,0,no
30,0,tertiary,management,married,aug,0,no
54,124,tertiary,management,divorced,aug,0,no
54,204,unknown,self-employed,married,aug,0,no
56,321,tertiary,management,divorced,aug,0,no
38,3918,primary,housemaid,married,aug,0,no
45,424,tertiary,self-employed,married,aug,0,no
50,0,secondary,management,married,aug,0,no
58,235,secondary,retired,married,aug,0,no
50,60,secondary,services,married,aug,0,no
55,1713,tertiary,management,married,aug,0,no
32,109,secondary,technician,single,aug,0,no
50,0,secondary,blue-collar,married,aug,0,no
53,28,secondary,technician,divorced,aug,0,no
43,0,tertiary,management,married,aug,0,no
48,20,secondary,technician,divorced,aug,0,no
37,243,secondary,blue-collar,single,aug,0,no
43,2220,secondary,housemaid,married,aug,0,no
46,68,secondary,admin.,married,aug,0,no
37,5065,tertiary,management,married,aug,0,no
35,753,tertiary,management,married,aug,0,no
36,84,secondary,services,married,aug,0,no
53,12,tertiary,management,married,aug,0,no
33,1940,secondary,technician,married,aug,0,no
31,171,secondary,technician,married,aug,0,no
32,930,tertiary,technician,single,aug,0,no
31,0,tertiary,management,single,aug,0,no
40,27,tertiary,management,single,aug,0,no
50,376,secondary,technician,divorced,aug,0,no
32,725,tertiary,admin.,single,aug,0,no
40,4594,secondary,technician,married,aug,0,no
39,5976,tertiary,management,single,aug,0,no
53,253,tertiary,management,divorced,aug,0,no
37,80,secondary,management,married,aug,0,no
33,148,tertiary,technician,married,aug,0,no
39,113,secondary,management,single,aug,0,no
40,-1545,secondary,management,married,aug,0,no
34,510,secondary,admin.,married,aug,0,no
30,4,tertiary,management,single,aug,0,no
34,-1,tertiary,technician,single,aug,0,no
56,4073,secondary,technician,married,aug,0,no
31,137,secondary,technician,single,aug,0,no
37,298,tertiary,entrepreneur,married,aug,0,no
34,682,tertiary,management,single,aug,0,no
37,206,tertiary,housemaid,single,aug,0,no
49,276,tertiary,management,married,aug,0,no
50,238,primary,housemaid,married,aug,0,no
55,356,secondary,admin.,married,aug,0,no
52,190,secondary,admin.,married,aug,0,no
48,0,tertiary,management,married,aug,0,no
40,2,secondary,self-employed,married,aug,0,no
37,430,secondary,technician,married,aug,0,no
40,4,secondary,technician,married,aug,0,no
47,-315,tertiary,management,married,aug,0,no
47,1707,tertiary,blue-collar,married,aug,0,no
54,-102,secondary,blue-collar,married,aug,0,no
33,627,tertiary,management,single,aug,0,no
39,0,secondary,management,married,aug,0,no
32,518,tertiary,self-employed,married,aug,0,no
38,0,secondary,unemployed,single,aug,0,no
45,534,secondary,blue-collar,married,aug,0,no
35,1194,tertiary,entrepreneur,married,aug,0,no
38,0,secondary,technician,married,aug,0,no
56,1539,secondary,self-employed,married,aug,0,no
30,7870,secondary,management,single,aug,0,no
30,849,tertiary,technician,single,aug,0,no
33,2637,tertiary,management,single,aug,0,yes
58,21,tertiary,management,single,aug,0,no
33,1138,tertiary,management,married,aug,0,no
31,201,secondary,technician,single,aug,0,no
50,715,secondary,admin.,married,aug,0,no
47,65,secondary,technician,married,aug,0,no
33,5943,tertiary,management,single,aug,0,no
48,844,secondary,admin.,married,aug,0,no
32,2629,tertiary,management,single,aug,0,no
33,0,tertiary,management,single,aug,0,no
46,-11,secondary,services,married,aug,0,no
43,-278,secondary,technician,divorced,aug,0,no
33,0,tertiary,technician,married,aug,0,no
58,136,tertiary,retired,married,aug,0,no
30,549,tertiary,management,married,aug,0,no
59,1585,tertiary,management,married,aug,0,no
30,0,secondary,technician,single,aug,0,no
41,2676,tertiary,management,married,aug,0,no
32,1134,tertiary,management,single,aug,0,no
31,1510,secondary,technician,single,aug,0,no
38,-104,secondary,technician,married,aug,0,no
31,357,tertiary,management,married,aug,0,no
58,-146,secondary,retired,married,aug,0,no
41,294,secondary,technician,single,aug,0,no
32,17,secondary,technician,single,aug,0,no
60,1138,primary,blue-collar,married,aug,0,no
31,13,tertiary,management,married,aug,0,no
39,45,tertiary,management,married,aug,0,no
58,0,tertiary,management,married,aug,0,no
56,-123,primary,retired,married,aug,0,no
34,630,tertiary,management,married,aug,0,no
52,-27,primary,blue-collar,married,aug,0,no
36,52,tertiary,technician,married,aug,0,no
44,-102,secondary,technician,married,aug,0,no
34,0,tertiary,self-employed,married,aug,0,yes
43,465,secondary,management,single,aug,0,no
36,2473,secondary,technician,married,aug,0,yes
55,3207,secondary,technician,married,aug,0,no
32,2213,tertiary,management,married,aug,0,no
46,505,secondary,housemaid,married,aug,0,no
42,29,secondary,technician,married,aug,0,no
32,678,tertiary,management,married,aug,0,no
39,-204,tertiary,technician,married,aug,0,no
43,228,tertiary,management,married,aug,0,no
32,27,tertiary,management,single,aug,0,no
45,2873,secondary,management,married,aug,0,no
34,456,secondary,entrepreneur,married,aug,0,no
51,0,tertiary,technician,divorced,aug,0,no
34,473,tertiary,unemployed,married,aug,0,no
34,1070,tertiary,management,single,aug,0,no
40,872,secondary,technician,single,aug,0,no
44,3463,tertiary,entrepreneur,married,aug,0,no
51,1573,secondary,management,married,aug,0,no
51,-272,primary,blue-collar,married,aug,0,no
52,168,tertiary,management,married,aug,0,no
57,75,tertiary,management,married,aug,0,no
36,0,tertiary,management,divorced,aug,0,no
33,264,secondary,technician,married,aug,0,no
53,2262,secondary,services,married,aug,0,no
57,561,tertiary,management,married,aug,0,no
32,36,tertiary,management,single,aug,0,no
57,3196,unknown,blue-collar,married,aug,0,no
31,-6,tertiary,management,married,aug,0,no
30,0,tertiary,technician,single,aug,0,no
56,556,primary,retired,married,aug,0,no
37,58,secondary,management,married,aug,0,no
35,0,secondary,technician,married,aug,0,no
41,1559,tertiary,management,married,aug,0,no
34,3486,tertiary,management,married,aug,0,no
44,3762,tertiary,management,married,aug,0,no
40,170,secondary,technician,married,aug,0,no
31,3,tertiary,management,married,aug,0,no
