age,balance,contact,duration,education,job,marital,month,previous,y
46,0,cellular,234,tertiary,technician,divorced,nov,5,no
46,9319,cellular,31,secondary,admin.,married,nov,0,no
51,2937,telephone,30,secondary,technician,married,nov,0,no
34,6808,cellular,8,tertiary,management,married,nov,0,no
30,9531,cellular,105,secondary,services,married,nov,0,no
45,-264,cellular,85,secondary,entrepreneur,married,nov,0,no
36,-530,cellular,36,tertiary,blue-collar,married,nov,0,no
37,0,cellular,11,tertiary,services,married,nov,1,no
36,515,cellular,14,tertiary,management,single,nov,0,no
56,1521,cellular,19,secondary,blue-collar,married,nov,3,no
31,1601,cellular,521,primary,blue-collar,married,nov,0,no
40,180,cellular,48,tertiary,technician,married,nov,0,no
50,0,cellular,37,tertiary,self-employed,married,nov,0,no
38,8554,cellular,29,secondary,services,divorced,nov,4,no
36,2347,cellular,5,primary,unemployed,married,nov,0,no
32,0,cellular,9,tertiary,management,single,nov,0,no
35,4693,cellular,227,tertiary,self-employed,single,nov,0,no
38,1063,cellular,51,secondary,technician,married,nov,2,no
51,8265,cellular,168,tertiary,management,single,nov,0,no
32,875,cellular,1015,secondary,services,single,nov,0,no
46,-94,cellular,183,tertiary,management,divorced,nov,0,no
45,2121,cellular,326,primary,blue-collar,single,nov,0,no
34,2720,cellular,147,primary,blue-collar,married,nov,3,no
35,8883,cellular,33,secondary,self-employed,married,nov,0,no
36,0,cellular,72,tertiary,management,married,nov,4,no
32,785,cellular,53,tertiary,technician,single,nov,0,no
49,1077,cellular,79,tertiary,technician,married,nov,0,no
42,5,cellular,1067,tertiary,management,married,nov,0,no
39,442,cellular,10,tertiary,entrepreneur,married,nov,0,no
44,736,cellular,71,tertiary,management,married,nov,0,no
36,4932,cellular,273,tertiary,technician,married,nov,0,no
38,-17,cellular,11,secondary,management,divorced,nov,0,no
32,1308,cellular,274,secondary,technician,married,nov,0,no
50,-315,cellular,61,primary,technician,married,nov,1,no
49,981,telephone,10,secondary,admin.,single,nov,0,no
30,4127,telephone,47,tertiary,blue-collar,single,nov,0,no
40,-648,cellular,280,secondary,blue-collar,married,nov,0,no
42,410,cellular,34,unknown,services,single,nov,0,no
40,0,telephone,333,primary,blue-collar,divorced,nov,0,no
36,156,cellular,219,primary,blue-collar,married,nov,0,no
50,797,telephone,205,secondary,admin.,divorced,nov,8,no
54,1016,cellular,643,secondary,self-employed,divorced,nov,0,no
31,1899,telephone,1914,tertiary,management,single,nov,0,no
28,290,telephone,24,tertiary,student,single,nov,0,no
23,1003,telephone,8,primary,unemployed,single,nov,0,yes
41,0,telephone,43,secondary,technician,married,dec,0,no
38,0,cellular,18,tertiary,management,divorced,dec,0,no
50,72,telephone,12,tertiary,technician,married,dec,0,no
30,130,telephone,291,secondary,blue-collar,single,dec,0,no
22,760,telephone,6,tertiary,management,single,dec,0,no
39,616,telephone,170,secondary,technician,married,dec,0,no
32,2223,unknown,10,tertiary,management,single,dec,0,no
34,1442,cellular,234,tertiary,services,married,dec,0,no
55,366,telephone,173,secondary,retired,divorced,dec,0,no
38,0,telephone,136,tertiary,management,married,dec,0,no
32,232,unknown,232,secondary,blue-collar,single,dec,0,no
53,1004,telephone,119,secondary,management,divorced,dec,0,yes
28,6100,unknown,333,secondary,admin.,single,dec,0,no
59,2143,cellular,59,tertiary,management,married,jan,1,no
40,378,cellular,260,tertiary,management,married,jan,2,no
28,654,cellular,198,tertiary,admin.,married,jan,0,no
46,0,cellular,58,tertiary,technician,married,jan,0,no
54,1076,cellular,338,secondary,technician,married,jan,0,no
53,13,telephone,69,unknown,unknown,married,jan,0,no
29,805,cellular,70,tertiary,management,married,jan,0,no
26,609,telephone,112,secondary,admin.,single,jan,0,no
48,641,cellular,113,tertiary,unemployed,married,jan,0,no
38,574,cellular,62,tertiary,management,single,jan,0,no
42,759,cellular,97,secondary,unemployed,divorced,jan,3,no
43,87,cellular,130,secondary,technician,divorced,jan,2,no
42,266,cellular,228,tertiary,management,divorced,jan,0,no
59,1,cellular,602,secondary,services,divorced,jan,5,yes
27,-232,cellular,285,secondary,services,single,jan,0,no
37,1358,telephone,119,secondary,housemaid,single,jan,0,no
36,167,cellular,57,tertiary,technician,married,jan,0,no
58,-607,cellular,145,tertiary,retired,married,jan,0,no
28,5,cellular,30,primary,housemaid,married,jan,0,no
42,-593,cellular,69,secondary,technician,divorced,jan,0,no
26,2725,cellular,267,tertiary,management,single,jan,0,no
36,70,cellular,164,primary,blue-collar,married,jan,0,no
42,774,cellular,997,secondary,services,married,jan,0,yes
38,316,cellular,223,secondary,blue-collar,divorced,jan,2,no
43,323,cellular,159,unknown,entrepreneur,single,jan,1,no
55,1431,cellular,107,secondary,retired,married,jan,0,no
43,626,cellular,72,tertiary,entrepreneur,divorced,jan,2,no
30,13,cellular,204,tertiary,management,single,jan,0,no
40,2017,cellular,105,secondary,technician,single,jan,1,no
38,67,cellular,74,secondary,blue-collar,married,jan,2,no
57,589,cellular,198,secondary,technician,married,jan,1,no
60,8025,cellular,194,primary,retired,married,jan,0,no
32,0,cellular,558,secondary,student,married,jan,0,no
47,459,cellular,226,secondary,technician,married,jan,0,no
55,4,cellular,1048,secondary,technician,divorced,jan,0,yes
27,3064,cellular,389,tertiary,technician,single,jan,0,no
26,814,cellular,1387,tertiary,unemployed,single,jan,0,yes
30,188,cellular,66,tertiary,management,single,jan,0,no
34,260,cellular,50,secondary,admin.,married,jan,0,no
30,699,cellular,396,tertiary,student,single,jan,0,no
59,8,telephone,56,primary,blue-collar,married,jan,0,no
38,127,cellular,70,primary,blue-collar,single,jan,0,no
28,511,cellular,485,secondary,admin.,married,jan,0,no
51,965,cellular,67,secondary,retired,married,jan,0,no
48,651,cellular,228,secondary,services,married,jan,2,no
30,464,cellular,80,tertiary,management,single,jan,0,no
29,451,cellular,451,tertiary,management,married,jan,0,no
53,6248,cellular,885,secondary,unemployed,single,jan,0,no
49,808,cellular,1232,secondary,technician,married,jan,0,yes
53,392,cellular,70,secondary,technician,divorced,jan,1,no
53,1068,cellular,200,primary,retired,married,jan,0,no
33,-354,cellular,104,secondary,blue-collar,married,jan,2,no
29,8,cellular,468,tertiary,admin.,single,jan,0,no
37,57,cellular,99,secondary,unemployed,divorced,jan,0,no
26,285,cellular,100,secondary,services,married,jan,0,no
49,865,cellular,280,tertiary,management,married,jan,0,no
28,356,cellular,296,secondary,services,divorced,jan,0,no
37,-76,cellular,230,tertiary,management,married,jan,1,no
48,1678,cellular,263,primary,blue-collar,married,jan,0,no
26,25,cellular,158,tertiary,self-employed,single,jan,0,no
46,557,cellular,148,unknown,technician,married,jan,4,no
32,3662,telephone,309,secondary,blue-collar,single,jan,0,no
57,362,cellular,91,primary,services,divorced,jan,1,no
52,393,cellular,446,secondary,services,married,jan,8,no
30,1572,cellular,200,tertiary,management,single,jan,0,no
43,344,cellular,282,tertiary,management,married,jan,2,no
43,3049,cellular,383,secondary,technician,married,jan,0,no
46,741,cellular,83,secondary,technician,divorced,jan,1,no
41,226,cellular,227,tertiary,management,married,jan,0,no
28,1096,cellular,81,tertiary,student,single,jan,0,no
27,589,cellular,24,secondary,management,single,jan,0,no
32,254,cellular,319,secondary,admin.,single,jan,0,no
48,0,cellular,123,secondary,technician,married,jan,1,no
46,460,cellular,56,tertiary,management,married,jan,0,no
30,1309,cellular,622,secondary,admin.,single,jan,0,yes
42,823,cellular,137,secondary,technician,single,jan,0,no
27,28,cellular,174,tertiary,technician,single,jan,0,no
43,-57,cellular,41,secondary,technician,married,jan,0,no
29,187,cellular,299,secondary,admin.,single,jan,0,no
28,101,cellular,90,secondary,student,single,jan,0,no
26,461,cellular,214,secondary,unemployed,single,jan,0,no
29,415,cellular,161,secondary,blue-collar,single,jan,0,no
44,983,cellular,123,secondary,services,married,jan,0,no
28,23,cellular,154,secondary,unemployed,single,jan,0,no
43,2478,cellular,347,secondary,services,married,jan,1,no
52,425,cellular,219,unknown,technician,married,jan,3,no
58,584,cellular,339,secondary,blue-collar,married,jan,0,no
52,-35,cellular,165,secondary,technician,married,jan,0,no
33,373,cellular,384,tertiary,management,married,jan,0,no
33,4012,cellular,90,secondary,admin.,married,jan,4,no
32,71,cellular,233,secondary,unemployed,single,jan,0,no
33,332,cellular,706,tertiary,management,married,jan,0,no
31,581,cellular,572,tertiary,management,single,jan,0,no
58,178,cellular,109,secondary,technician,married,jan,0,no
34,859,cellular,829,secondary,unknown,single,jan,0,yes
47,1452,cellular,181,primary,blue-collar,married,jan,2,no
36,105,cellular,76,tertiary,management,married,jan,0,no
26,78,telephone,43,secondary,blue-collar,single,jan,0,no
50,378,cellular,155,secondary,blue-collar,married,jan,0,no
55,322,cellular,342,secondary,services,divorced,jan,0,no
30,119,cellular,430,tertiary,management,single,jan,0,no
53,1672,cellular,176,tertiary,self-employed,married,jan,1,no
52,20,telephone,172,primary,unemployed,married,jan,0,no
41,102,cellular,244,tertiary,management,married,jan,0,no
58,446,cellular,402,primary,unemployed,married,jan,0,no
49,613,cellular,301,secondary,management,divorced,jan,0,no
58,903,cellular,56,unknown,admin.,married,jan,0,no
31,804,cellular,146,tertiary,management,married,jan,0,no
52,98,cellular,103,secondary,technician,married,jan,2,no
45,1686,cellular,355,secondary,technician,married,jan,0,no
58,374,cellular,223,secondary,retired,married,jan,1,no
51,409,cellular,203,tertiary,management,married,jan,0,no
45,1938,cellular,574,unknown,technician,married,jan,0,no
55,93,cellular,111,secondary,blue-collar,married,jan,0,no
57,34,cellular,139,tertiary,retired,married,jan,0,no
39,0,telephone,28,unknown,unknown,single,jan,0,no
41,1088,cellular,138,secondary,admin.,divorced,jan,0,no
37,3720,cellular,561,secondary,technician,married,jan,0,no
46,638,cellular,68,unknown,management,married,jan,0,no
54,550,cellular,131,secondary,unemployed,divorced,jan,0,no
26,3244,cellular,390,secondary,technician,single,jan,0,no
31,53,cellular,97,tertiary,technician,single,jan,0,no
59,309,cellular,300,secondary,unemployed,married,jan,0,no
48,0,cellular,142,secondary,technician,married,jan,0,no
44,8,cellular,531,primary,blue-collar,married,jan,0,no
53,529,cellular,558,secondary,technician,married,jan,0,no
54,1129,cellular,242,tertiary,entrepreneur,married,jan,8,no
57,0,cellular,132,secondary,management,married,jan,0,no
44,3945,cellular,255,secondary,unemployed,single,jan,0,no
60,1216,cellular,156,primary,retired,married,jan,0,no
45,1526,telephone,109,primary,housemaid,married,jan,0,no
41,620,cellular,314,primary,blue-collar,married,jan,0,no
41,1400,cellular,191,secondary,services,divorced,jan,0,no
29,19,cellular,80,secondary,admin.,married,jan,0,no
54,726,cellular,246,tertiary,retired,divorced,jan,0,no
56,-246,cellular,461,secondary,unemployed,married,jan,2,no
31,20,cellular,304,secondary,unemployed,married,jan,1,no
43,284,cellular,256,secondary,self-employed,married,jan,0,no
32,951,cellular,77,secondary,services,single,jan,0,no
35,-17,cellular,100,primary,unemployed,single,jan,0,no
44,306,cellular,374,secondary,technician,married,jan,0,no
31,0,cellular,71,secondary,technician,married,jan,9,no
38,275,cellular,52,secondary,technician,single,jan,0,no
31,596,telephone,30,tertiary,housemaid,single,jan,0,no
43,2317,cellular,412,primary,blue-collar,married,jan,0,no
38,105,cellular,158,secondary,blue-collar,married,jan,2,no
46,194,cellular,97,tertiary,management,divorced,jan,0,no
50,218,cellular,268,tertiary,blue-collar,single,jan,0,no
45,0,cellular,625,secondary,management,married,jan,0,no
35,21,cellular,121,primary,blue-collar,married,jan,0,no
44,127,cellular,273,primary,admin.,married,jan,0,no
55,512,cellular,70,secondary,unemployed,married,jan,0,no
36,301,cellular,333,tertiary,services,married,jan,0,no
37,723,telephone,39,secondary,housemaid,married,jan,0,no
26,52,cellular,287,secondary,admin.,single,jan,0,no
49,213,cellular,60,primary,unemployed,married,jan,0,no
31,1657,cellular,872,tertiary,self-employed,single,jan,0,yes
38,1066,cellular,86,tertiary,management,married,jan,1,no
51,176,cellular,214,secondary,admin.,married,jan,2,no
44,429,cellular,99,secondary,admin.,married,jan,4,no
42,578,telephone,44,secondary,housemaid,single,jan,0,no
58,149,cellular,289,secondary,unemployed,married,jan,0,no
53,554,cellular,48,tertiary,housemaid,married,jan,5,no
48,5978,cellular,58,tertiary,management,divorced,jan,0,no
45,347,cellular,53,tertiary,management,divorced,jan,0,no
60,362,cellular,326,primary,self-employed,married,jan,6,no
60,372,cellular,449,secondary,retired,married,jan,0,no
48,340,cellular,255,secondary,technician,married,jan,0,no
35,436,cellular,507,tertiary,management,married,jan,4,no
41,2429,cellular,51,primary,housemaid,married,jan,0,no
56,3869,cellular,79,secondary,admin.,divorced,jan,0,no
59,914,cellular,192,secondary,retired,divorced,jan,0,no
50,495,cellular,93,primary,admin.,married,jan,0,no
52,370,cellular,144,unknown,technician,married,jan,2,no
48,-295,cellular,121,tertiary,management,single,jan,2,no
57,1316,cellular,221,secondary,blue-collar,married,jan,5,no
36,586,cellular,126,tertiary,admin.,married,jan,0,no
52,337,cellular,130,primary,housemaid,divorced,jan,0,no
59,13,cellular,384,primary,retired,married,jan,0,no
57,297,telephone,120,secondary,blue-collar,married,jan,16,no
37,62,cellular,252,secondary,services,single,jan,2,no
50,799,telephone,63,secondary,housemaid,single,jan,0,no
48,220,cellular,73,secondary,technician,married,jan,0,no
58,0,cellular,250,secondary,services,divorced,jan,0,no
45,299,cellular,368,secondary,technician,divorced,jan,0,no
59,1066,cellular,273,secondary,retired,married,jan,0,no
54,876,cellular,66,unknown,management,married,jan,3,no
47,4274,telephone,852,primary,unemployed,married,jan,0,no
28,264,cellular,183,tertiary,management,married,jan,0,no
55,98,cellular,214,unknown,admin.,married,jan,0,no
59,524,cellular,166,secondary,retired,married,jan,0,no
45,1874,cellular,207,tertiary,management,married,jan,0,no
39,536,cellular,29,secondary,admin.,divorced,jan,0,no
45,31,cellular,280,secondary,housemaid,divorced,jan,0,no
58,1271,cellular,146,tertiary,management,married,jan,0,no
27,3,cellular,131,secondary,student,single,jan,0,no
29,4557,cellular,103,tertiary,technician,married,jan,0,no
50,1349,cellular,326,tertiary,management,divorced,jan,0,no
43,181,telephone,41,unknown,unknown,single,jan,0,no
46,625,cellular,107,tertiary,management,single,jan,5,no
50,253,telephone,37,secondary,blue-collar,married,jan,0,no
26,340,cellular,128,secondary,unemployed,single,jan,0,no
40,529,cellular,596,secondary,technician,married,jan,0,no
45,-32,cellular,56,secondary,services,married,jan,0,no
29,1502,cellular,59,secondary,unknown,single,jan,0,no
37,0,cellular,399,primary,housemaid,single,jan,0,no
59,1455,cellular,222,secondary,admin.,married,jan,1,no
33,215,cellular,144,tertiary,management,single,jan,0,no
41,201,cellular,114,secondary,admin.,married,jan,0,no
54,-1089,cellular,105,secondary,admin.,married,jan,0,no
27,1187,cellular,120,secondary,technician,single,jan,0,no
36,480,cellular,90,secondary,technician,single,jan,0,no
37,857,cellular,132,secondary,management,married,jan,0,no
52,199,cellular,978,secondary,admin.,married,jan,1,no
53,476,cellular,160,tertiary,technician,married,jan,0,no
57,316,cellular,935,secondary,retired,divorced,jan,0,no
48,1449,cellular,188,secondary,technician,married,jan,0,no
35,4213,cellular,203,tertiary,self-employed,single,jan,0,no
32,2746,cellular,432,secondary,blue-collar,single,jan,0,no
34,371,cellular,52,secondary,unemployed,single,jan,0,no
28,4465,cellular,769,secondary,unknown,single,jan,0,yes
28,1055,cellular,196,secondary,unemployed,single,jan,0,no
34,36,telephone,55,tertiary,self-employed,single,jan,0,no
36,0,cellular,142,secondary,admin.,single,jan,0,no
28,387,cellular,455,tertiary,technician,single,jan,0,no
34,5901,cellular,211,unknown,blue-collar,single,jan,0,no
54,1279,cellular,102,secondary,admin.,married,jan,0,no
31,338,cellular,155,secondary,services,married,jan,0,no
38,223,cellular,63,tertiary,management,married,jan,0,no
44,3463,cellular,290,tertiary,entrepreneur,married,jan,3,no
27,42,cellular,251,secondary,technician,single,jan,0,no
30,732,cellular,445,secondary,admin.,single,jan,1,no
39,264,cellular,32,primary,blue-collar,married,jan,0,no
47,0,cellular,216,secondary,services,divorced,jan,0,no
32,89,telephone,435,tertiary,admin.,single,jan,0,no
31,288,cellular,364,tertiary,management,single,jan,0,no
58,744,telephone,38,tertiary,unemployed,married,jan,0,no
60,1369,cellular,100,primary,retired,married,jan,0,no
37,417,cellular,389,secondary,blue-collar,married,jan,5,no
32,1694,cellular,929,secondary,student,married,jan,0,no
43,379,cellular,74,tertiary,management,single,jan,0,no
48,547,cellular,74,secondary,technician,married,jan,2,no
33,726,cellular,219,tertiary,management,single,jan,0,no
39,434,cellular,169,tertiary,technician,single,jan,0,no
54,0,cellular,87,secondary,technician,divorced,jan,0,no
41,1616,telephone,229,tertiary,self-employed,single,jan,7,no
45,47,cellular,1972,tertiary,blue-collar,married,jan,0,no
36,0,cellular,60,tertiary,management,married,jan,1,no
47,487,cellular,218,secondary,technician,married,jan,1,no
29,0,cellular,296,secondary,technician,single,jan,0,no
32,393,cellular,458,tertiary,management,married,jan,0,no
28,0,cellular,452,secondary,services,single,jan,0,no
53,1357,cellular,146,secondary,technician,married,jan,0,no
59,699,cellular,98,primary,blue-collar,married,jan,6,no
32,0,cellular,117,secondary,blue-collar,married,jan,0,no
33,0,cellular,176,secondary,blue-collar,married,jan,1,no
55,3207,cellular,158,secondary,technician,married,jan,12,no
32,100,cellular,741,tertiary,technician,single,jan,0,no
60,130,cellular,374,primary,management,married,jan,0,no
32,787,cellular,92,unknown,management,single,jan,0,no
58,37,cellular,236,tertiary,management,married,jan,0,no
33,0,cellular,191,secondary,technician,single,jan,0,no
29,0,cellular,132,secondary,self-employed,single,jan,0,no
41,1508,cellular,301,secondary,technician,single,jan,0,no
32,3473,cellular,112,secondary,admin.,married,jan,0,no
31,3222,cellular,175,tertiary,technician,single,jan,0,no
43,1035,cellular,122,secondary,blue-collar,married,jan,0,no
58,1,cellular,536,secondary,technician,married,jan,0,no
53,0,cellular,1745,tertiary,management,married,jan,0,no
33,0,cellular,233,tertiary,technician,single,jan,0,no
32,527,cellular,38,secondary,unemployed,divorced,jan,0,no
30,140,cellular,186,tertiary,management,single,jan,0,no
46,0,cellular,1199,tertiary,technician,divorced,jan,0,yes
43,117,telephone,170,unknown,blue-collar,married,jan,1,no
42,-321,cellular,230,secondary,technician,single,jan,0,no
46,755,cellular,246,secondary,services,divorced,jan,0,no
52,1033,cellular,198,secondary,technician,married,jan,0,no
47,1236,cellular,163,primary,blue-collar,married,jan,0,no
49,177,cellular,90,secondary,technician,married,jan,1,no
48,840,cellular,196,primary,unemployed,divorced,jan,0,no
41,219,cellular,119,secondary,admin.,single,jan,1,no
42,157,cellular,136,tertiary,management,married,jan,0,no
50,1458,cellular,92,primary,management,married,jan,0,no
53,5715,cellular,287,secondary,blue-collar,single,jan,0,no
44,122,cellular,68,secondary,housemaid,married,jan,0,no
57,818,cellular,208,primary,services,divorced,jan,0,no
42,799,cellular,234,secondary,technician,married,jan,6,no
30,117,cellular,135,secondary,services,single,jan,0,no
42,466,cellular,48,secondary,services,divorced,jan,0,no
55,962,telephone,88,primary,blue-collar,divorced,jan,0,no
26,1095,cellular,410,secondary,services,single,jan,0,no
45,297,cellular,210,secondary,technician,married,jan,0,no
52,414,cellular,207,secondary,retired,married,jan,0,no
39,6,cellular,139,tertiary,management,divorced,jan,0,no
44,237,cellular,212,secondary,services,married,jan,0,no
56,-528,cellular,290,tertiary,technician,single,jan,2,no
42,399,cellular,296,secondary,self-employed,married,jan,0,no
26,0,cellular,148,secondary,blue-collar,single,jan,2,no
28,102,cellular,321,tertiary,technician,single,jan,0,no
30,6,cellular,241,secondary,blue-collar,married,jan,0,no
48,769,cellular,58,secondary,management,divorced,jan,15,no
55,8585,telephone,201,primary,unemployed,married,jan,0,no
41,0,cellular,411,secondary,technician,married,jan,8,no
55,559,cellular,271,unknown,management,married,jan,0,no
42,429,cellular,96,secondary,self-employed,single,jan,0,no
52,1392,cellular,1121,tertiary,management,married,jan,3,no
45,103,cellular,64,primary,blue-collar,married,jan,0,no
42,802,telephone,119,tertiary,technician,divorced,jan,0,no
42,0,cellular,942,tertiary,technician,married,jan,0,no
29,54,cellular,873,tertiary,management,married,jan,0,no
27,140,telephone,183,primary,blue-collar,single,jan,0,no
43,1796,cellular,352,tertiary,technician,married,jan,0,no
45,672,telephone,227,secondary,management,married,jan,1,no
27,1013,cellular,965,tertiary,student,single,jan,0,no
27,760,cellular,177,secondary,student,single,jan,0,no
44,-199,cellular,692,secondary,technician,married,jan,3,no
32,1918,cellular,128,tertiary,self-employed,married,jan,0,no
26,2020,telephone,42,unknown,student,single,jan,0,no
49,-507,telephone,148,secondary,services,married,jan,0,no
50,-70,cellular,391,secondary,technician,married,jan,1,no
54,1288,cellular,515,tertiary,management,divorced,jan,0,no
45,-33,cellular,198,secondary,services,married,jan,0,no
28,78,cellular,554,unknown,student,single,jan,0,no
46,1227,telephone,157,primary,blue-collar,married,jan,0,no
51,2244,telephone,360,primary,unemployed,divorced,jan,0,no
59,208,cellular,503,secondary,retired,divorced,jan,0,no
35,0,cellular,81,unknown,technician,single,jan,0,no
33,664,cellular,294,unknown,admin.,married,jan,0,no
39,0,cellular,224,secondary,management,married,jan,0,no
30,358,cellular,156,secondary,admin.,married,jan,0,no
53,811,cellular,405,tertiary,management,married,jan,0,no
34,239,cellular,699,tertiary,services,single,jan,0,no
42,583,cellular,567,secondary,blue-collar,single,jan,0,no
40,366,cellular,168,primary,blue-collar,single,jan,1,no
47,644,telephone,54,secondary,technician,married,jan,13,no
37,51,cellular,2150,secondary,technician,divorced,jan,0,no
55,1470,telephone,85,primary,blue-collar,married,jan,0,no
26,622,cellular,1451,secondary,unemployed,single,jan,0,yes
27,585,cellular,180,secondary,student,single,jan,0,no
54,922,telephone,123,secondary,housemaid,married,jan,0,no
59,4457,cellular,127,secondary,retired,married,jan,0,no
37,37,cellular,253,tertiary,management,single,jan,0,no
47,1128,cellular,65,unknown,management,married,jan,0,no
31,308,cellular,262,tertiary,management,single,jan,2,no
44,0,cellular,320,tertiary,management,married,jan,0,no
32,1218,telephone,70,tertiary,management,single,jan,0,no
53,549,telephone,74,unknown,unknown,married,jan,0,no
39,24,cellular,79,secondary,technician,married,jan,0,no
53,637,cellular,150,secondary,housemaid,married,jan,0,no
39,14,cellular,114,tertiary,technician,married,jan,0,no
33,1,cellular,119,secondary,admin.,divorced,jan,0,no
49,350,cellular,91,unknown,technician,single,jan,0,no
28,95,telephone,283,tertiary,management,single,jan,0,no
53,311,telephone,82,primary,technician,married,jan,0,no
35,1803,cellular,61,secondary,admin.,divorced,jan,0,no
30,1235,cellular,119,tertiary,management,married,jan,0,no
46,1264,telephone,100,secondary,admin.,married,jan,0,no
54,-24,telephone,98,unknown,admin.,married,jan,0,no
54,310,telephone,526,unknown,blue-collar,married,jan,3,no
29,317,cellular,229,secondary,services,married,jan,0,no
51,2662,telephone,148,secondary,admin.,married,jan,0,no
28,20,cellular,144,tertiary,management,single,jan,0,no
28,78,cellular,258,tertiary,management,single,jan,0,no
48,375,cellular,290,unknown,management,married,jan,0,no
26,4130,cellular,104,tertiary,technician,single,jan,0,no
35,2,telephone,653,secondary,technician,married,jan,0,no
31,1709,telephone,944,secondary,services,single,jan,0,yes
32,197,cellular,205,secondary,admin.,single,jan,0,no
31,-10,cellular,134,unknown,services,single,jan,0,no
51,394,telephone,968,tertiary,admin.,single,jan,0,yes
29,376,telephone,49,secondary,services,married,jan,4,no
53,8,cellular,201,tertiary,self-employed,divorced,jan,0,no
35,-257,cellular,117,secondary,admin.,married,jan,0,no
46,578,cellular,404,unknown,technician,single,jan,0,no
30,800,telephone,60,secondary,technician,single,jan,0,no
40,399,cellular,246,secondary,admin.,divorced,jan,0,no
45,-96,cellular,517,secondary,blue-collar,married,jan,0,no
51,413,telephone,82,unknown,technician,married,jan,2,no
55,1161,cellular,134,secondary,unemployed,married,jan,0,no
33,3770,cellular,757,tertiary,management,single,jan,0,no
47,95,telephone,270,secondary,admin.,divorced,jan,0,no
29,67,cellular,330,unknown,unemployed,single,jan,0,no
37,4721,telephone,46,primary,management,married,jan,0,no
48,0,cellular,221,secondary,technician,married,jan,0,no
29,1027,cellular,451,primary,unemployed,single,jan,0,no
42,177,telephone,258,unknown,services,married,jan,0,no
31,374,telephone,49,secondary,services,single,jan,0,no
37,695,cellular,233,tertiary,management,single,jan,0,no
48,438,cellular,412,secondary,unknown,married,jan,0,no
35,0,telephone,122,unknown,student,single,jan,0,no
43,182,cellular,152,tertiary,management,married,jan,0,no
30,486,cellular,335,secondary,technician,single,jan,0,no
38,2346,cellular,315,tertiary,management,single,jan,0,no
43,595,telephone,518,unknown,management,married,jan,0,no
27,0,telephone,125,secondary,student,single,jan,0,no
49,557,cellular,145,tertiary,management,divorced,jan,5,no
31,86,cellular,100,tertiary,management,single,jan,4,no
32,4638,cellular,180,tertiary,management,single,jan,0,no
30,370,cellular,250,tertiary,management,married,jan,1,no
26,289,cellular,220,secondary,student,married,jan,0,no
26,782,cellular,297,secondary,student,single,jan,0,no
34,1988,telephone,53,secondary,blue-collar,married,jan,2,no
26,206,cellular,89,secondary,technician,single,jan,0,no
57,1504,cellular,52,secondary,admin.,married,jan,2,no
40,232,cellular,366,secondary,technician,married,jan,0,no
33,118,cellular,159,secondary,housemaid,single,jan,0,no
30,0,cellular,89,secondary,services,divorced,jan,0,no
33,360,cellular,103,secondary,services,married,jan,13,no
33,459,cellular,241,secondary,services,single,jan,2,no
34,407,cellular,407,secondary,admin.,single,jan,0,no
35,-259,cellular,381,secondary,technician,married,jan,2,no
60,2041,telephone,123,secondary,technician,married,jan,7,no
29,1296,cellular,275,secondary,blue-collar,single,jan,1,no
32,257,cellular,74,secondary,blue-collar,married,jan,1,no
43,373,telephone,221,secondary,technician,married,jan,0,no
55,955,cellular,104,secondary,technician,married,jan,0,no
33,13,cellular,111,secondary,admin.,single,jan,2,no
59,-411,cellular,225,primary,retired,married,jan,0,no
31,92,telephone,23,secondary,blue-collar,married,jan,0,no
53,164,cellular,139,unknown,services,married,jan,0,no
32,0,cellular,223,tertiary,technician,married,jan,2,no
46,120,cellular,121,secondary,blue-collar,married,jan,3,no
29,2,cellular,220,secondary,admin.,divorced,jan,0,no
36,532,cellular,391,secondary,services,divorced,jan,1,no
36,-290,cellular,150,tertiary,technician,married,jan,3,no
26,152,cellular,90,secondary,technician,single,jan,0,no
28,1638,cellular,238,tertiary,unemployed,single,jan,0,no
35,2880,cellular,42,tertiary,housemaid,married,jan,0,no
37,4769,cellular,124,secondary,unemployed,married,jan,0,no
34,673,cellular,89,secondary,admin.,single,jan,2,no
37,86,cellular,1424,secondary,unemployed,married,jan,0,no
39,272,cellular,199,secondary,admin.,married,jan,2,no
35,221,cellular,374,secondary,unemployed,single,jan,0,no
48,133,cellular,451,secondary,services,single,jan,1,no
31,50,cellular,395,secondary,admin.,single,jan,0,no
30,336,cellular,67,secondary,student,single,jan,0,no
34,557,cellular,354,tertiary,management,married,jan,1,no
36,36,cellular,227,tertiary,management,divorced,jan,6,no
36,313,cellular,167,secondary,entrepreneur,married,jan,1,no
47,1425,cellular,113,tertiary,management,married,jan,0,no
60,-79,cellular,192,primary,retired,divorced,jan,0,no
36,498,cellular,151,secondary,admin.,married,jan,1,no
27,50,cellular,168,secondary,self-employed,single,jan,0,no
36,319,cellular,29,secondary,technician,married,jan,1,no
46,521,cellular,246,secondary,blue-collar,married,jan,3,no
57,427,cellular,246,secondary,retired,married,jan,0,no
32,223,cellular,365,tertiary,management,single,jan,0,no
42,-259,cellular,149,tertiary,management,divorced,jan,0,no
45,-90,cellular,128,tertiary,management,divorced,jan,1,no
47,676,cellular,110,secondary,blue-collar,married,jan,4,no
35,149,cellular,99,secondary,technician,married,jan,2,no
49,-199,cellular,385,secondary,self-employed,married,jan,0,no
32,268,cellular,140,secondary,services,married,jan,0,no
