level_0,index,age,workclass,education,marital_status,occupation,sex,income
17342,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17344,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
17345,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17346,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17348,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17349,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17350,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17352,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17354,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17355,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17356,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17357,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
17358,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
17360,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17361,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17362,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17363,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17364,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17366,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17367,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17368,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17369,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17370,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17371,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17372,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17373,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17374,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17375,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17379,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17380,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17382,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17383,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17385,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17386,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17387,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17388,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17389,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17390,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17391,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17392,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17393,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
17394,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17395,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17396,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17397,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17398,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17400,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
17401,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17402,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17404,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17405,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17406,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17407,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17408,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17410,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17411,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
17412,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17413,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17414,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17415,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
17417,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17418,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,>50K
17419,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17420,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17421,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
17422,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17423,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17424,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17425,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17426,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17427,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17428,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17429,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17430,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17431,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17432,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17433,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17434,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17435,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17436,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17437,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17438,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17439,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17440,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17441,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17442,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17444,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17445,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17446,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17447,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17448,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17449,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17450,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17451,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17452,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17453,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17454,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17455,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
17456,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17457,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17458,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17459,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17461,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17462,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17463,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17466,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17468,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17469,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17470,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17472,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17473,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17474,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17475,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17476,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17477,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17478,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17480,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17481,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17482,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17483,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17484,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17485,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17486,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17488,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17489,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17490,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17491,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17492,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17493,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17494,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,>50K
17496,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17497,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17498,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17499,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17501,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17502,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17503,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17504,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17505,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17506,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17507,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17509,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17510,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17512,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17513,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17515,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17516,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17517,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17518,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17519,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17520,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17521,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17523,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17524,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17525,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17526,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17527,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
17528,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17529,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17530,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17531,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17532,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17534,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17535,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17536,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17537,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17538,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17539,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17540,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17542,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17543,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17544,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17545,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17546,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17547,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17548,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17549,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17550,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17553,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17554,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17556,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17558,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17559,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17560,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17561,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17563,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17564,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
17565,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17566,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17567,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17568,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17569,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17570,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17571,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17572,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17573,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,>50K
17574,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17576,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17577,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17578,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17580,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17581,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17582,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17583,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17584,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17585,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17586,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17588,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
17589,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17590,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17591,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17592,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17593,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17595,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17598,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
17602,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17603,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17604,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17605,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17606,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17607,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17609,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
17610,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17612,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17613,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17614,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17616,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17618,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17620,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17621,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17622,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17625,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17626,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17627,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17628,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17629,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17630,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17631,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17632,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17633,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17634,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17635,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17636,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17639,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17641,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17642,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17643,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17644,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17645,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17646,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17647,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17648,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17649,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17651,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17653,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17654,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
17655,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17656,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17658,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
17659,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17661,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17662,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17663,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17664,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
17666,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17667,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
17669,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17670,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17671,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17672,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17674,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17675,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17677,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
17678,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17681,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17683,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17684,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17685,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17687,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17688,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17689,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17690,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17692,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
17693,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17694,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17695,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
17696,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17697,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17698,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
17699,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17700,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17703,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17705,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17706,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17707,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17708,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
17709,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17711,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17712,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
17715,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17716,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17717,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17720,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17721,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
17722,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,>50K
17723,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
17724,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
17725,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
17726,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
17727,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
17728,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
17729,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17730,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
17731,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
17732,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17733,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17734,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
17735,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
17737,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
17738,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
17739,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
17740,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
17741,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
