level_0,index,age,workclass,education,marital_status,occupation,sex,income
19476,19476,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19477,19477,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19478,19478,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19479,19479,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19481,19481,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19482,19482,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19483,19483,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19484,19484,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19486,19486,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19487,19487,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19488,19488,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19490,19490,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19491,19491,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19492,19492,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19493,19493,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19494,19494,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19495,19495,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19496,19496,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19497,19497,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19498,19498,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19499,19499,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19500,19500,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19501,19501,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19502,19502,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19503,19503,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
19504,19504,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
19506,19506,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19508,19508,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19509,19509,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19510,19510,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19512,19512,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19513,19513,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
19514,19514,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19515,19515,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19516,19516,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19517,19517,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19518,19518,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19519,19519,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19520,19520,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19521,19521,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19522,19522,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19523,19523,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19524,19524,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19525,19525,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19526,19526,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19527,19527,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19528,19528,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19530,19530,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19532,19532,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19533,19533,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19534,19534,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19535,19535,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19536,19536,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
19538,19538,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
19540,19540,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19541,19541,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19544,19544,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19545,19545,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19546,19546,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19547,19547,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
19548,19548,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19549,19549,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19552,19552,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19553,19553,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19555,19555,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19556,19556,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19557,19557,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19558,19558,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19559,19559,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19560,19560,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19561,19561,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19562,19562,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19563,19563,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19564,19564,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
19565,19565,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19567,19567,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19569,19569,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
19570,19570,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19571,19571,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19573,19573,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19574,19574,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19575,19575,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19576,19576,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19577,19577,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19579,19579,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19580,19580,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19582,19582,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19584,19584,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19585,19585,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19586,19586,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19587,19587,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19588,19588,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19591,19591,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19592,19592,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19593,19593,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19595,19595,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19597,19597,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19598,19598,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19599,19599,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19600,19600,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,>50K
19601,19601,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19602,19602,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19603,19603,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19604,19604,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19605,19605,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19606,19606,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19607,19607,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19608,19608,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19609,19609,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19610,19610,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
19611,19611,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19612,19612,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
19613,19613,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19614,19614,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19615,19615,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19616,19616,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19617,19617,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19619,19619,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19620,19620,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19621,19621,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19624,19624,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19625,19625,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
19626,19626,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19627,19627,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
19628,19628,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19630,19630,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19631,19631,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19632,19632,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19633,19633,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19634,19634,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19635,19635,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19636,19636,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19637,19637,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19638,19638,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19639,19639,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19641,19641,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19643,19643,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19644,19644,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19645,19645,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19647,19647,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19648,19648,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19650,19650,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19651,19651,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19653,19653,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19654,19654,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19655,19655,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19657,19657,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19658,19658,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19659,19659,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19661,19661,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19662,19662,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19663,19663,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19665,19665,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19666,19666,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,>50K
19667,19667,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19668,19668,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19669,19669,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19670,19670,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19671,19671,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19672,19672,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19673,19673,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19674,19674,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19675,19675,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19676,19676,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19677,19677,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19678,19678,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19680,19680,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19681,19681,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19683,19683,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19685,19685,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19686,19686,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19688,19688,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19689,19689,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19691,19691,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19693,19693,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19694,19694,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
19695,19695,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19696,19696,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19697,19697,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19698,19698,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19699,19699,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19701,19701,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19702,19702,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19703,19703,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19705,19705,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19706,19706,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19707,19707,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19709,19709,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,>50K
19710,19710,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19711,19711,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19712,19712,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19714,19714,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19715,19715,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19716,19716,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19717,19717,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19719,19719,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19720,19720,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19721,19721,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19722,19722,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19723,19723,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19724,19724,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19725,19725,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19726,19726,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
19727,19727,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19728,19728,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19729,19729,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19730,19730,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19731,19731,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19732,19732,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19733,19733,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19734,19734,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19735,19735,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19736,19736,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19737,19737,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19738,19738,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19739,19739,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19741,19741,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19742,19742,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19743,19743,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
19744,19744,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19745,19745,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19746,19746,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19747,19747,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19749,19749,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19750,19750,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19751,19751,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19752,19752,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19753,19753,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19755,19755,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19756,19756,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19757,19757,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19758,19758,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19759,19759,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19760,19760,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
19761,19761,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19762,19762,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
19763,19763,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19764,19764,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19765,19765,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19766,19766,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19769,19769,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19770,19770,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19771,19771,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19772,19772,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19773,19773,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19774,19774,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19775,19775,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19776,19776,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19777,19777,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19779,19779,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19780,19780,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19781,19781,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19782,19782,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19783,19783,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
19784,19784,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19785,19785,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19786,19786,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19787,19787,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19788,19788,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19790,19790,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19791,19791,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
19792,19792,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19793,19793,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19794,19794,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19795,19795,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
19797,19797,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19798,19798,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19799,19799,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
19801,19801,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19802,19802,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19803,19803,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
19804,19804,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19805,19805,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19806,19806,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
19808,19808,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19809,19809,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19810,19810,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19813,19813,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19814,19814,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
19815,19815,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19816,19816,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19817,19817,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
19819,19819,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
19820,19820,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19821,19821,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19822,19822,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19823,19823,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19824,19824,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19825,19825,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19826,19826,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
19827,19827,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19830,19830,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
19831,19831,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
19832,19832,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19834,19834,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
19836,19836,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19837,19837,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,>50K
19838,19838,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19839,19839,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19840,19840,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
19841,19841,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
19842,19842,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
19843,19843,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19845,19845,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
19846,19846,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19847,19847,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
19848,19848,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
19849,19849,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
19850,19850,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
19851,19851,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
19852,19852,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19853,19853,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
19854,19854,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
19855,19855,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
19856,19856,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
