-8019,[-8000,<-8000,<-8000,<-8000,"[-10000,0[",<0,*
2219,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2220,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2221,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2222,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2223,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2225,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2226,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2227,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2228,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2229,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2230,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2231,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2232,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2233,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2234,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2235,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2236,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2237,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2238,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2239,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2240,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2242,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2243,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2244,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2245,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2246,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2247,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2248,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2249,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2251,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2252,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2253,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2254,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2255,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2256,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2257,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2258,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2260,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2261,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2262,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2263,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2264,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2265,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2266,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2267,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2268,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2269,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2270,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2271,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2272,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2273,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2275,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2276,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2277,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2278,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2279,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2280,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2281,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2282,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2283,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2284,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2285,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2287,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2288,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2289,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2290,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2291,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2293,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2294,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2295,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2296,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2297,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2298,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2299,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2300,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2301,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2302,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2303,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2304,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2305,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2306,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2307,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2308,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2309,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2310,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2311,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2312,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2313,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2315,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2316,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2317,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2319,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2320,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2321,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2322,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2323,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2324,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2325,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2326,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2327,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2328,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2329,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2330,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2331,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2332,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2333,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2335,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2336,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2337,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2338,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2339,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2340,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2341,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2342,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2343,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2344,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2345,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2346,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2347,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2348,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2349,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2350,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2351,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2352,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2353,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2354,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2355,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2356,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2357,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2358,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2359,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2360,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2361,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2362,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2363,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2364,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2365,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2366,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2367,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2368,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2369,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2370,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2371,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2374,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2376,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2377,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2378,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2380,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2381,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2383,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2384,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2385,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2386,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2387,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2388,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2389,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2390,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2391,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2392,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2394,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2395,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2396,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2397,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2398,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2399,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2400,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2401,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2402,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2403,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2404,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2405,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2406,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2407,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2408,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2409,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2410,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2411,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2412,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2413,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2414,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2415,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2416,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2417,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2418,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2419,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2420,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2421,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2422,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2423,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2424,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2426,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2427,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2428,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2429,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2430,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2431,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2432,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2433,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2434,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2436,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2437,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2439,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2440,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2441,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2442,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2443,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2444,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2445,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2447,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2449,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2450,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2451,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2452,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2453,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2454,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2455,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2456,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2457,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2458,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2459,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2460,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2461,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2463,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2464,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2465,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2466,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2467,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2468,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2469,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2470,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2471,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2472,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2473,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2474,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2475,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2476,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2477,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2478,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2479,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2480,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2481,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2483,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2484,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2485,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2486,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2487,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2488,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2489,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2490,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2491,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2493,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2495,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2496,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2497,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2498,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2499,"[2000,2500[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2500,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2501,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2502,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2503,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2505,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2506,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2507,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2508,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2509,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2511,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2512,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2514,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2515,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2516,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2517,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2518,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
2519,"[2500,3000[","[2000,3000[","[2000,4000[","[0,4000[","[0,10000[","[0,10000[",*
